explicit,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_name,Length (ln s)
False,Need a Woman - Studio Outtake - 1981,0.574,0.833,2.0,-6.864,1.0,0.0928,0.155,7.65e-06,0.0915,0.741,150.437,4.0,Bob Dylan,5.83422577068149
False,Wiggle Wiggle,0.602,0.854,11.0,-8.857,1.0,0.0573,0.206,1.27e-05,0.0445,0.808,78.23,4.0,Bob Dylan,4.865378281439117
False,Under the Red Sky,0.631,0.507,4.0,-10.825,1.0,0.029,0.203,0.000636,0.0946,0.39,97.481,4.0,Bob Dylan,5.51975145756722
False,Unbelievable,0.452,0.923,9.0,-9.614,0.0,0.053,0.172,1.69e-05,0.347,0.744,164.276,4.0,Bob Dylan,5.504628036502137
False,Born in Time,0.548,0.386,8.0,-12.807,0.0,0.0332,0.43,0.00038,0.0499,0.142,102.07,4.0,Bob Dylan,5.3908965478411295
False,T.V. Talkin' Song,0.777,0.79,9.0,-10.065,1.0,0.0451,0.105,0.0,0.0854,0.964,135.433,4.0,Bob Dylan,5.205543966395682
False,"10,000 Men",0.666,0.712,5.0,-10.283,0.0,0.0334,0.419,0.00267,0.172,0.861,139.154,4.0,Bob Dylan,5.571343818111415
False,2 X 2,0.593,0.503,5.0,-12.601,1.0,0.0355,0.515,0.000289,0.137,0.57,80.662,4.0,Bob Dylan,5.378975269565491
False,God Knows,0.64,0.601,3.0,-10.951,1.0,0.0465,0.695,0.00203,0.0598,0.461,145.768,4.0,Bob Dylan,5.1987898060826545
False,Handy Dandy,0.638,0.761,3.0,-9.745,0.0,0.0312,0.198,0.00782,0.304,0.795,96.435,4.0,Bob Dylan,5.490259166718982
False,Cat's in the Well,0.591,0.82,6.0,-9.499,1.0,0.0486,0.656,0.0353,0.202,0.915,147.078,4.0,Bob Dylan,5.305491570296037
False,Political World,0.637,0.954,11.0,-9.289,0.0,0.0585,0.0372,0.0336,0.0835,0.49,100.536,4.0,Bob Dylan,5.432848259505643
False,Where Teardrops Fall,0.375,0.564,7.0,-9.458,1.0,0.0404,0.0269,0.000291,0.343,0.32,183.516,3.0,Bob Dylan,5.02912987673242
False,Everything Is Broken,0.773,0.803,11.0,-7.936,0.0,0.0589,0.00425,0.0151,0.0815,0.867,132.15,4.0,Bob Dylan,5.265241336104886
False,Ring Them Bells,0.428,0.336,1.0,-11.022,1.0,0.0384,0.748,4.32e-06,0.125,0.147,153.727,4.0,Bob Dylan,5.197020804056872
False,Man in the Long Black Coat,0.605,0.297,6.0,-12.528,0.0,0.0417,0.00889,0.000286,0.116,0.0998,154.523,3.0,Bob Dylan,5.610204127696635
False,Most of the Time,0.546,0.624,0.0,-9.418,1.0,0.0403,0.0699,0.328,0.169,0.266,146.435,4.0,Bob Dylan,5.7180370602532005
False,What Good Am I?,0.573,0.129,9.0,-15.326,1.0,0.0418,0.599,0.008,0.297,0.102,77.411,4.0,Bob Dylan,5.652724240359161
False,Disease of Conceit,0.394,0.214,1.0,-17.023,1.0,0.0477,0.234,0.00286,0.113,0.132,104.092,3.0,Bob Dylan,5.411467464480692
False,What Was It You Wanted,0.683,0.372,6.0,-12.995,0.0,0.157,0.0748,0.000785,0.0959,0.289,81.683,4.0,Bob Dylan,5.713511658946059
False,Shooting Star,0.544,0.332,4.0,-12.231,1.0,0.0433,0.0084,0.000396,0.135,0.174,133.782,4.0,Bob Dylan,5.262690188904886
False,"Slow Train - Live at Sullivan Stadium, Foxborough, MA - July 1987",0.585,0.51,5.0,-14.815,1.0,0.0476,0.302,0.000155,0.971,0.42,96.463,4.0,Bob Dylan,5.691935913761351
False,"I Want You - Live at Oakland Coliseum, Oakland, CA - July 1987",0.363,0.622,9.0,-13.149,1.0,0.107,0.101,2.34e-06,0.864,0.524,201.091,4.0,Bob Dylan,5.497770502904018
False,"Gotta Serve Somebody - Live at Anaheim Stadium, Anaheim, CA - July 1987",0.622,0.554,2.0,-14.053,1.0,0.0495,0.0811,4.29e-06,0.959,0.524,98.371,4.0,Bob Dylan,5.859568958683084
False,"Queen Jane Approximately - Live at Autzen Stadium, Eugne, OR - July 1987",0.362,0.51,2.0,-12.871,1.0,0.0398,0.213,6.23e-05,0.949,0.402,172.928,4.0,Bob Dylan,5.988159090099256
False,"Joey - Live at Sullivan Stadium, Foxborough, MA - July 1987",0.441,0.484,0.0,-13.294,1.0,0.0497,0.174,0.0,0.985,0.477,145.493,4.0,Bob Dylan,6.3321190970798655
False,"All Along the Watchtower - Live at Anaheim Stadium, Anaheim, CA - July 1987",0.462,0.626,7.0,-14.37,1.0,0.0473,0.00339,0.022,0.989,0.679,137.6,4.0,Bob Dylan,5.949008405596549
False,"Knockin' on Heaven's Door - Live at Anaheim Stadium, Anaheim, CA - July 1987",0.509,0.328,7.0,-14.987,1.0,0.0478,0.131,0.000119,0.916,0.477,121.362,4.0,Bob Dylan,6.0214116234759345
False,Let's Stick Together,0.693,0.863,9.0,-9.037,1.0,0.0401,0.173,0.000237,0.0626,0.846,113.545,4.0,Bob Dylan,5.243507369488111
False,When Did You Leave Heaven?,0.575,0.297,9.0,-14.212,1.0,0.0257,0.143,8.54e-05,0.13,0.533,87.711,4.0,Bob Dylan,4.904585652156559
False,Sally Sue Brown,0.55,0.681,9.0,-10.699,1.0,0.0471,0.0786,0.0,0.0827,0.604,133.358,4.0,Bob Dylan,5.004570272311777
False,Death Is Not the End,0.763,0.0673,9.0,-21.582,1.0,0.0412,0.365,7.25e-05,0.125,0.403,118.555,4.0,Bob Dylan,5.7361851257637015
False,"Had a Dream About You, Baby",0.61,0.763,2.0,-9.686,1.0,0.0828,0.308,0.00167,0.0958,0.669,145.802,4.0,Bob Dylan,5.14873208275621
False,Ugliest Girl in the World,0.603,0.834,2.0,-8.242,1.0,0.0408,0.523,0.000145,0.0794,0.896,141.784,4.0,Bob Dylan,5.348948691882412
False,Silvio,0.613,0.833,0.0,-8.153,1.0,0.0462,0.312,0.0,0.199,0.845,161.819,4.0,Bob Dylan,5.2251013042167775
False,Ninety Miles an Hour (Down a Dead End Street),0.319,0.311,10.0,-12.086,1.0,0.0352,0.663,0.0,0.0898,0.319,70.113,4.0,Bob Dylan,5.169875855613396
False,Shenandoah,0.495,0.388,7.0,-14.044,1.0,0.0303,0.3,0.0,0.153,0.396,109.759,4.0,Bob Dylan,5.385535805432206
False,Rank Strangers to Me,0.412,0.0899,4.0,-14.833,1.0,0.0454,0.839,1.58e-06,0.116,0.138,99.539,4.0,Bob Dylan,5.185669249601841
False,You Wanna Ramble,0.48,0.685,7.0,-12.52,1.0,0.0304,2.53e-05,0.000229,0.0984,0.869,179.452,4.0,Bob Dylan,5.291760919948791
False,They Killed Him,0.383,0.443,7.0,-13.038,1.0,0.0325,0.202,1.8e-05,0.0484,0.215,147.384,4.0,Bob Dylan,5.4960733638560155
False,Driftin' Too Far from Shore,0.653,0.677,8.0,-11.386,1.0,0.0661,0.0661,0.0,0.0523,0.789,131.909,4.0,Bob Dylan,5.3949584784509925
False,Precious Memories,0.636,0.475,10.0,-11.089,1.0,0.0262,0.254,0.0,0.0977,0.928,132.185,4.0,Bob Dylan,5.270056771271059
False,Maybe Someday,0.617,0.819,4.0,-9.035,1.0,0.0465,0.218,0.0,0.296,0.882,128.298,4.0,Bob Dylan,5.292565858288701
False,Brownsville Girl,0.36,0.595,9.0,-11.186,1.0,0.0397,0.348,0.0,0.255,0.59,143.247,4.0,Bob Dylan,6.497277126537739
False,Got My Mind Made Up,0.651,0.848,7.0,-10.957,1.0,0.0334,0.0666,2.47e-05,0.286,0.659,109.189,4.0,Bob Dylan,5.1658539748360255
False,Under Your Spell,0.644,0.467,9.0,-12.235,1.0,0.0261,0.406,1.17e-05,0.323,0.592,94.077,4.0,Bob Dylan,5.473949935191195
False,Tight Connection to My Heart (Has Anyone Seen My Love),0.612,0.81,11.0,-11.542,1.0,0.0574,0.145,0.0,0.289,0.759,104.926,4.0,Bob Dylan,5.771357007442858
False,Seeing the Real You at Last,0.711,0.68,11.0,-11.198,0.0,0.0403,0.0427,0.000357,0.0358,0.913,120.78,4.0,Bob Dylan,5.558629526889397
False,I'll Remember You,0.375,0.324,1.0,-15.226,1.0,0.0308,0.258,1.36e-05,0.0721,0.408,148.198,4.0,Bob Dylan,5.532491852771302
False,Clean Cut Kid,0.613,0.856,9.0,-9.729,0.0,0.093,0.225,3.7e-05,0.128,0.754,140.552,4.0,Bob Dylan,5.54142039560185
False,Never Gonna the Same Again,0.453,0.584,10.0,-11.581,1.0,0.0551,0.207,1.34e-06,0.569,0.569,140.326,4.0,Bob Dylan,5.238991900463222
False,Trust Yourself,0.697,0.832,4.0,-11.753,0.0,0.0348,0.0209,0.0,0.1,0.896,108.501,4.0,Bob Dylan,5.334070536253854
False,Emotionally Yours,0.387,0.357,0.0,-13.394,1.0,0.0285,0.0512,5.53e-06,0.161,0.202,145.75,4.0,Bob Dylan,5.591333935240476
False,When the Night Comes Falling from the Sky,0.569,0.888,10.0,-10.718,0.0,0.0509,0.207,2.27e-06,0.0562,0.562,130.203,4.0,Bob Dylan,6.106399085200081
False,"Something's Burning, Baby",0.516,0.534,4.0,-13.077,1.0,0.0373,0.157,0.0,0.167,0.583,141.965,4.0,Bob Dylan,5.680080454600331
False,Dark Eyes,0.634,0.0379,7.0,-19.856,1.0,0.0362,0.805,0.0,0.0816,0.417,87.2,4.0,Bob Dylan,5.727150633308777
False,"Highway 61 Revisited - Live at Wembley Stadium, London, UK - July 1984",0.453,0.877,4.0,-10.433,1.0,0.0412,0.0555,9.65e-06,0.97,0.517,136.767,4.0,Bob Dylan,5.749179587344221
False,"Maggie's Farm - Live at Wembley Stadium, London, UK - July 1984",0.551,0.912,7.0,-9.791,1.0,0.0423,0.0128,1.27e-05,0.856,0.857,119.263,4.0,Bob Dylan,5.671489972593183
False,"I and I - Live at Slane Castle, Slane, IRE - July 1984",0.461,0.526,9.0,-11.865,0.0,0.0482,0.178,4.06e-05,0.442,0.58,80.743,4.0,Bob Dylan,5.934576684900933
False,"License to Kill - Live at St James Park, Newcastle, UK - July 1984",0.549,0.634,6.0,-9.875,1.0,0.0423,0.219,0.0,0.688,0.699,135.816,4.0,Bob Dylan,5.353562840774015
False,"It Ain't Me, Babe - Live at Wembley Stadium, London, UK - July 1984",0.45,0.448,7.0,-13.374,1.0,0.0391,0.733,0.000284,0.737,0.383,113.169,4.0,Bob Dylan,5.778602336213664
False,"Tangled up in Blue - Live at Wembley Stadium, London, UK - July 1984",0.46,0.66,2.0,-11.953,1.0,0.0503,0.756,2.05e-06,0.761,0.632,107.801,4.0,Bob Dylan,6.045384389097412
False,"Masters of War - Live at Wembley Stadium, London, UK - July 1984",0.445,0.686,4.0,-11.611,0.0,0.0414,0.00365,0.00132,0.288,0.668,135.313,4.0,Bob Dylan,5.975741586642746
False,"Ballad of a Thin Man - Live at Wembley Stadium, London, UK - July 1984",0.36,0.622,11.0,-11.349,0.0,0.0451,0.0959,3.22e-06,0.828,0.403,133.56,4.0,Bob Dylan,5.5480366343477945
False,"Girl of the North Country - Live at Slane Castle, Slane, IRE - July 1984",0.399,0.161,7.0,-15.612,1.0,0.0371,0.737,4.19e-05,0.904,0.326,104.495,4.0,Bob Dylan,5.5905876470565214
False,"Tombstone Blues - Live at St James Park, Newcastle, UK - July 1984",0.32,0.812,6.0,-10.505,0.0,0.0788,0.0298,0.0,0.878,0.576,155.836,4.0,Bob Dylan,5.611129760659645
False,Jokerman,0.664,0.65,10.0,-11.168,1.0,0.0444,0.234,0.000282,0.16,0.775,134.986,4.0,Bob Dylan,5.93001458479176
False,Sweetheart Like You,0.555,0.375,1.0,-11.308,0.0,0.0418,0.627,1.96e-05,0.0751,0.487,138.992,4.0,Bob Dylan,5.611912038810373
False,Neighborhood Bully,0.67,0.892,9.0,-7.9,1.0,0.04,0.07,0.0,0.0851,0.93,133.27,4.0,Bob Dylan,5.619433006187839
False,License to Kill,0.743,0.274,6.0,-13.017,1.0,0.0407,0.324,5.34e-06,0.12,0.664,125.895,4.0,Bob Dylan,5.363791387469202
False,Man of Peace,0.628,0.67,10.0,-10.441,1.0,0.0269,0.00882,6.92e-05,0.154,0.661,100.756,4.0,Bob Dylan,5.971261839790462
False,Union Sundown,0.553,0.733,2.0,-8.405,1.0,0.0316,0.00798,4.6e-05,0.417,0.808,135.344,4.0,Bob Dylan,5.776289165442949
False,I and I,0.684,0.372,7.0,-13.577,1.0,0.057,0.0317,0.0,0.0862,0.529,80.754,4.0,Bob Dylan,5.744412450742097
False,Don't Fall Apart on Me Tonight,0.562,0.513,0.0,-10.482,1.0,0.0423,0.168,0.0,0.433,0.628,87.489,4.0,Bob Dylan,5.87493073085203
False,Shot of Love,0.503,0.688,10.0,-11.114,0.0,0.046,0.266,0.0,0.0793,0.646,180.751,4.0,Bob Dylan,5.553219241130507
False,Heart of Mine,0.726,0.542,11.0,-14.204,1.0,0.0289,0.203,0.00467,0.0717,0.755,109.086,4.0,Bob Dylan,5.596048774852819
False,Property of Jesus,0.616,0.771,10.0,-10.065,1.0,0.0369,0.191,0.0,0.241,0.673,87.08,4.0,Bob Dylan,5.609226343818817
False,Lenny Bruce,0.568,0.0949,8.0,-20.415,1.0,0.0366,0.756,0.0,0.109,0.274,82.191,4.0,Bob Dylan,5.604724279810398
False,Watered-Down Love,0.691,0.565,10.0,-12.297,1.0,0.0365,0.614,0.000529,0.269,0.776,92.383,4.0,Bob Dylan,5.520500456767122
False,The Groom's Still Waiting at the Altar,0.363,0.754,5.0,-10.97,0.0,0.0621,0.0844,0.0,0.127,0.84,107.816,4.0,Bob Dylan,5.491249102454007
False,"Dead Man, Dead Man",0.499,0.693,9.0,-13.324,0.0,0.0593,0.26,6.56e-05,0.219,0.723,175.958,4.0,Bob Dylan,5.472661353648634
False,In the Summertime,0.65,0.277,9.0,-14.219,1.0,0.0339,0.238,0.0,0.166,0.495,124.347,4.0,Bob Dylan,5.368155880378692
False,Trouble,0.548,0.435,4.0,-10.5,0.0,0.0396,0.118,2.16e-06,0.137,0.854,115.315,4.0,Bob Dylan,5.60629091737707
False,Every Grain of Sand,0.34,0.283,3.0,-13.474,1.0,0.04,0.622,0.0,0.0684,0.281,172.22,3.0,Bob Dylan,5.917637689284078
False,A Satisfied Mind,0.318,0.213,4.0,-12.868,1.0,0.036,0.831,0.0,0.303,0.337,81.152,3.0,Bob Dylan,4.776877274771945
False,Saved,0.552,0.969,11.0,-5.394,1.0,0.0357,0.0237,0.00179,0.0892,0.702,130.764,4.0,Bob Dylan,5.492896820737493
False,Covenant Woman,0.616,0.624,2.0,-7.484,0.0,0.0284,0.271,0.000541,0.138,0.437,132.18,4.0,Bob Dylan,5.9021960793498
False,What Can I Do for You?,0.513,0.481,0.0,-6.614,0.0,0.033,0.401,0.00181,0.158,0.393,131.735,4.0,Bob Dylan,5.867034468729805
False,Solid Rock,0.586,0.987,2.0,-5.72,1.0,0.0639,0.0153,0.00149,0.0708,0.561,105.1,4.0,Bob Dylan,5.4751237426538815
False,Pressing On,0.417,0.765,10.0,-7.355,1.0,0.0532,0.205,0.000166,0.0667,0.359,142.338,4.0,Bob Dylan,5.750198393964168
False,In the Garden,0.498,0.604,11.0,-8.148,0.0,0.031,0.335,0.00112,0.0975,0.4,126.143,4.0,Bob Dylan,5.884769808437019
False,Saving Grace,0.457,0.511,0.0,-9.015,1.0,0.0289,0.3,0.00432,0.25,0.425,105.046,4.0,Bob Dylan,5.719130751603
False,Are You Ready,0.653,0.666,5.0,-7.106,1.0,0.0448,0.219,0.00218,0.186,0.753,120.532,3.0,Bob Dylan,5.654217510406693
False,Gotta Serve Somebody,0.81,0.526,2.0,-9.627,1.0,0.0991,0.431,0.0,0.0841,0.811,95.23,4.0,Bob Dylan,5.783209608287523
False,Precious Angel,0.736,0.703,3.0,-8.469,1.0,0.0386,0.115,1.72e-05,0.107,0.812,122.575,4.0,Bob Dylan,5.965805655320199
False,I Believe in You,0.588,0.353,9.0,-12.781,1.0,0.0438,0.44,8.47e-06,0.0425,0.24,141.417,4.0,Bob Dylan,5.732910763528188
False,Slow Train,0.599,0.558,2.0,-9.163,0.0,0.0526,0.359,1.3e-06,0.217,0.842,164.344,4.0,Bob Dylan,5.881390160821158
False,Gonna Change My Way of Thinking,0.611,0.486,2.0,-8.158,1.0,0.149,0.199,0.000639,0.0371,0.967,206.276,3.0,Bob Dylan,5.793501294324071
False,Do Right to Me Baby (Do Unto Others),0.791,0.512,6.0,-13.309,0.0,0.0733,0.535,6.24e-06,0.119,0.599,98.884,4.0,Bob Dylan,5.450750858566154
False,When You Gonna Wake Up,0.823,0.516,7.0,-11.538,1.0,0.181,0.326,1.59e-06,0.0767,0.906,137.689,4.0,Bob Dylan,5.794515528717413
False,Man Gave Names to All the Animals,0.763,0.509,11.0,-11.139,0.0,0.0533,0.458,0.000175,0.0799,0.965,94.376,4.0,Bob Dylan,5.587649327185461
False,When He Returns,0.645,0.293,8.0,-12.253,1.0,0.0486,0.839,0.0,0.0656,0.249,94.8,3.0,Bob Dylan,5.6038405850252335
False,"Mr. Tambourine Man - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.473,0.725,0.0,-8.003,1.0,0.0359,0.238,0.00422,0.677,0.911,145.271,4.0,Bob Dylan,5.720793627711635
False,"Shelter from the Storm - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.514,0.608,5.0,-7.189,1.0,0.0535,0.622,1.27e-06,0.748,0.861,161.883,4.0,Bob Dylan,5.6341215229104655
False,"Love Minus Zero, No Limit - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.62,0.771,2.0,-7.614,1.0,0.0298,0.168,0.0765,0.687,0.887,144.131,4.0,Bob Dylan,5.470811626586485
False,"Ballad of a Thin Man - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.423,0.625,11.0,-7.601,0.0,0.0948,0.517,7.52e-05,0.967,0.617,148.239,3.0,Bob Dylan,5.682943510548483
False,"Don't Think Twice, It's All Right - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.467,0.73,0.0,-6.945,1.0,0.0808,0.688,0.00148,0.684,0.875,78.048,4.0,Bob Dylan,5.731050629477024
False,"Maggie's Farm - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.514,0.833,2.0,-6.746,1.0,0.0456,0.335,0.00095,0.416,0.819,125.553,4.0,Bob Dylan,5.787633306826145
False,"One More Cup of Coffee (Valley Below) - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.526,0.543,7.0,-8.774,0.0,0.133,0.641,0.000101,0.624,0.762,182.911,4.0,Bob Dylan,5.350278687755977
False,"Like a Rolling Stone - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.406,0.724,0.0,-6.594,1.0,0.0347,0.508,0.00546,0.866,0.467,97.325,4.0,Bob Dylan,5.98427123717746
False,"I Shall Be Released - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.508,0.47,4.0,-7.537,1.0,0.0339,0.419,3.75e-05,0.755,0.575,75.986,4.0,Bob Dylan,5.577565220766869
False,"Is Your Love in Vain? - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.429,0.398,0.0,-8.802,1.0,0.0268,0.632,1.24e-05,0.758,0.376,76.698,4.0,Bob Dylan,5.492291599761906
False,"Going, Going, Gone - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.407,0.582,9.0,-7.638,0.0,0.0437,0.413,0.000187,0.722,0.288,76.014,4.0,Bob Dylan,5.584146473318773
False,"Blowin' in the Wind - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.505,0.353,2.0,-11.163,1.0,0.0344,0.717,0.00743,0.702,0.409,71.938,4.0,Bob Dylan,5.609717186319513
False,"Just Like a Woman - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.371,0.518,4.0,-8.822,1.0,0.0524,0.589,2e-05,0.708,0.402,70.867,4.0,Bob Dylan,5.726544770098061
False,"Oh, Sister - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.651,0.533,7.0,-10.023,1.0,0.0503,0.706,0.0348,0.687,0.699,125.906,4.0,Bob Dylan,5.673598143478886
False,"Simple Twist of Fate - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.432,0.556,0.0,-11.668,1.0,0.146,0.507,0.000715,0.723,0.587,79.123,4.0,Bob Dylan,5.588446442642869
False,"All Along the Watchtower - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.537,0.813,9.0,-6.604,0.0,0.0415,0.26,0.00221,0.907,0.76,129.66,4.0,Bob Dylan,5.3311088022729525
False,"I Want You - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.377,0.189,4.0,-14.546,1.0,0.0513,0.932,0.0,0.893,0.26,95.935,1.0,Bob Dylan,5.057181673019998
False,"All I Really Want to Do - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.466,0.612,1.0,-7.105,1.0,0.0394,0.524,3.85e-06,0.984,0.712,129.034,4.0,Bob Dylan,5.433079876037106
False,"Knockin' on Heavens Door - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.593,0.581,5.0,-8.08,1.0,0.0609,0.766,0.0351,0.675,0.747,150.421,4.0,Bob Dylan,5.496401538020989
False,"It's Alright, Ma (I'm Only Bleeding) - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.475,0.817,9.0,-5.852,1.0,0.148,0.532,0.0,0.722,0.645,102.02,4.0,Bob Dylan,5.907612718937542
False,"Forever Young - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.383,0.633,5.0,-6.722,1.0,0.0324,0.474,0.00123,0.97,0.522,139.749,4.0,Bob Dylan,5.830629493213242
False,"The Times They Are Changin' - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",0.28,0.69,5.0,-8.068,1.0,0.0894,0.346,0.000236,0.946,0.494,159.128,3.0,Bob Dylan,5.811380485254219
False,Changing of the Guards,0.607,0.717,5.0,-10.603,0.0,0.0371,0.17,4.55e-06,0.032,0.821,124.576,4.0,Bob Dylan,5.984170510180273
False,New Pony,0.493,0.574,9.0,-11.08,1.0,0.0313,0.252,2.71e-05,0.203,0.829,80.256,4.0,Bob Dylan,5.597087735985238
False,No Time to Think,0.388,0.478,10.0,-10.093,1.0,0.0404,0.273,0.0,0.121,0.622,188.573,3.0,Bob Dylan,6.2155136882519155
False,"Baby, Stop Crying",0.534,0.529,10.0,-11.071,1.0,0.0413,0.435,9.87e-05,0.117,0.419,132.41,4.0,Bob Dylan,5.765106459704287
False,Is Your Love in Vain?,0.336,0.444,2.0,-11.534,1.0,0.0279,0.346,0.0,0.158,0.598,164.846,4.0,Bob Dylan,5.60540860654792
False,Señor (Tales of Yankee Power),0.602,0.41,9.0,-13.337,0.0,0.0298,0.297,1.84e-05,0.223,0.342,136.293,4.0,Bob Dylan,5.8278067340343185
False,True Love Tends to Forget,0.42,0.48,2.0,-10.41,1.0,0.0378,0.466,0.0,0.0656,0.483,156.736,4.0,Bob Dylan,5.541683064990812
False,We Better Talk This Over,0.582,0.534,2.0,-11.76,1.0,0.0267,0.14,0.000163,0.174,0.796,93.744,4.0,Bob Dylan,5.50332546006637
False,Where Are You Tonight? (Journey Through Dark Heat),0.516,0.523,0.0,-10.696,1.0,0.0429,0.253,0.0,0.0967,0.775,96.239,4.0,Bob Dylan,5.927032686948593
False,"Maggie's Farm - Live at Hughes Stadium, Ft. Collins, CO - May 1976",0.414,0.87,0.0,-8.856,1.0,0.0818,0.126,5.32e-05,0.861,0.448,144.62,3.0,Bob Dylan,5.814608029745086
False,"One Too Many Mornings - Live at Hughes Stadium, Ft. Collins, CO - May 1976",0.444,0.713,7.0,-8.411,1.0,0.0375,0.33,9.51e-06,0.954,0.644,115.591,4.0,Bob Dylan,5.405255137684217
False,"Stuck Inside of Mobile with the Memphis Blues Again - Live at Tarrant County Convention Center Arena, Ft. Worth, TX - May 1976",0.384,0.764,4.0,-9.777,1.0,0.0659,0.186,1.16e-06,0.317,0.539,141.864,4.0,Bob Dylan,5.977332660724794
False,"Oh, Sister - Live at Tarrant County Convention Center Arena, Ft. Worth, TX - May 1976",0.386,0.567,4.0,-9.12,1.0,0.0338,0.344,0.0011,0.935,0.602,133.001,4.0,Bob Dylan,5.620353763158566
False,"Lay, Lady, Lay - Live at Tarrant County Convention Center Arena, Ft. Worth, TX - May 1976",0.563,0.795,9.0,-9.401,1.0,0.0462,0.588,0.00157,0.719,0.726,119.986,4.0,Bob Dylan,5.681264163225599
False,"Shelter from the Storm - Live at Hughes Stadium, Ft. Collins, CO - May 1976",0.568,0.897,10.0,-9.476,1.0,0.0481,0.205,0.000136,0.848,0.79,110.469,4.0,Bob Dylan,5.786323597152123
False,"You're a Big Girl Now - Live at Hughes Stadium, Ft. Collins, CO - May 1976",0.464,0.341,4.0,-12.424,1.0,0.0341,0.628,0.000366,0.717,0.337,110.643,4.0,Bob Dylan,6.031389339262538
False,"I Threw It All Away - Live at Tarrant County Convention Center Arena, Ft. Worth, TX - May 1976",0.516,0.604,9.0,-9.801,1.0,0.0407,0.619,8.75e-05,0.788,0.564,112.355,4.0,Bob Dylan,5.321056853517526
False,"Idiot Wind - Live at Hughes Stadium, Ft. Collins, CO - May 1976",0.35,0.883,7.0,-8.31,1.0,0.0879,0.418,0.0,0.966,0.706,150.257,4.0,Bob Dylan,6.407297390693058
False,Hurricane,0.509,0.827,0.0,-7.715,1.0,0.079,0.0409,0.0,0.12,0.743,135.601,4.0,Bob Dylan,6.239755241844113
False,Isis,0.515,0.717,3.0,-7.142,1.0,0.0343,0.126,0.0,0.186,0.883,147.956,3.0,Bob Dylan,6.036182143906983
False,Mozambique,0.726,0.863,7.0,-8.191,1.0,0.0293,0.0451,0.000153,0.109,0.821,127.68,4.0,Bob Dylan,5.1973914479580765
False,One More Cup of Coffee,0.531,0.473,9.0,-9.477,0.0,0.0305,0.167,2e-06,0.0899,0.306,139.176,4.0,Bob Dylan,5.414913030891356
False,"Oh, Sister",0.58,0.391,7.0,-9.756,1.0,0.0295,0.0249,0.000153,0.175,0.408,123.129,3.0,Bob Dylan,5.48799926941495
False,Joey,0.532,0.529,7.0,-10.402,1.0,0.0329,0.241,0.00026,0.116,0.445,116.814,4.0,Bob Dylan,6.49998702065852
False,Romance in Durango,0.326,0.542,2.0,-7.782,1.0,0.0323,0.233,0.0,0.386,0.58,168.949,4.0,Bob Dylan,5.8416092123968495
False,Black Diamond Bay,0.58,0.83,7.0,-7.943,1.0,0.0367,0.154,1.83e-05,0.165,0.822,97.621,4.0,Bob Dylan,6.1070228877422545
False,Sara,0.432,0.504,4.0,-8.997,0.0,0.0382,0.36,0.0,0.0799,0.276,156.278,3.0,Bob Dylan,5.803606693264205
False,"Tonight I'll Be Staying Here with You - Live at Montreal Forum, Montreal, Quebec - December 1975",0.303,0.901,9.0,-7.005,1.0,0.0504,0.169,0.0567,0.903,0.566,146.893,4.0,Bob Dylan,5.459585514144159
False,"It Ain't Me, Babe - Live at Harvard Square Theatre, Cambridge, MA - November 1975",0.535,0.941,0.0,-6.345,1.0,0.044,0.0581,0.00441,0.99,0.699,139.812,4.0,Bob Dylan,5.784726314649561
False,"A Hard Rain's A-Gonna Fall - Live at Montreal Forum, Montreal, Quebec - December 1975",0.333,0.975,9.0,-5.816,1.0,0.116,0.0422,3.58e-05,0.973,0.73,133.334,4.0,Bob Dylan,5.757133650153196
False,"The Lonesome Death of Hattie Carroll - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening",0.457,0.868,0.0,-6.534,1.0,0.1,0.21,1.03e-05,0.841,0.724,174.02,3.0,Bob Dylan,5.786489322661955
